"word","count","relevance"
"rain","44","0.998"
"free ride","1","0.049"
"misery","2","0.049"
"water","2","0.049"
"good time","1","0.049"
"baby","2","0.049"
"galaxy","2","0.049"
"thunder","2","0.049"
"sky","2","0.049"
"rainfall","1","0.024"
"mind","1","0.024"
"hand","2","0.024"
"nothing","1","0.024"
"skin","1","0.024"
"world","1","0.024"
"mmm","1","0.024"
"face","1","0.024"
"tsunami","1","0.024"
"teardrop","1","0.024"
"truth","1","0.024"
"sin","1","0.024"
