"word","count","relevance"
"black man","26","0.998"
"ooh","19","0.188"
"hunnid band","4","0.115"
"money","18","0.115"
"woo","12","0.099"
"wanna party","4","0.077"
"somebody","6","0.069"
"dancin","4","0.064"
"contraband","4","0.061"
"grandma","3","0.043"
"proper life","1","0.038"
"big dog","1","0.038"
"expensive foreigns","1","0.038"
"big dawg","1","0.038"
"america","7","0.036"
"gucci","2","0.032"
"party","8","0.031"
"girls","4","0.027"
