"word","count","relevance"
"everybody","7","0.975"
"holla","3","0.727"
"stand","7","0.679"
"corner pub","1","0.506"
"whole universe","1","0.506"
"middle finger","1","0.506"
"whole liquor","1","0.506"
"busy gazin","1","0.506"
"black cloud","1","0.506"
"called circle","1","0.506"
"bee flingers","1","0.506"
"single shingle","1","0.506"
"hand","6","0.489"
"gettin","2","0.419"
"crap","2","0.415"
"road","6","0.411"
"relapse","2","0.397"
"storm","3","0.339"
"weather","3","0.328"
"demon","2","0.295"
