"word","count","relevance"
"sweet day","6","0.992"
"heaven","8","0.661"
"many friend","4","0.661"
"way","4","0.331"
"brighter day","1","0.165"
"love","1","0.083"
"presence","1","0.083"
"sun","1","0.083"
"alive","2","0.083"
"smile","1","0.083"
"lord","1","0.083"
"darling","1","0.083"
"feeling","1","0.083"
