"word","count","relevance"
"body","8","0.988"
"vacation tonight","3","0.741"
"heart","4","0.494"
"crowd","3","0.370"
"paradise","3","0.370"
"little questions","1","0.247"
"favorite song","1","0.247"
"wanna whisper","1","0.247"
"wanna","4","0.247"
"tonight","4","0.123"
"somethin'","1","0.123"
"spark","1","0.123"
"ear","1","0.123"
"hood","1","0.123"
"floor","1","0.123"
"dancin","1","0.123"
"type","1","0.123"
