"word","count","relevance"
"wanna","10","0.989"
"head","4","0.440"
"time","4","0.440"
"mind","4","0.440"
"love","2","0.220"
"confusing baby","1","0.220"
"night","2","0.220"
"day","2","0.220"
"left","2","0.220"
"heart","1","0.110"
"point","1","0.110"
"beat","1","0.110"
"start","2","0.110"
"baby","2","0.110"
