"word","count","relevance"
"doop shoop shoop","18","0.998"
"shoop","46","0.518"
"shoo","36","0.222"
"point","3","0.055"
"hoo hoo hoo","1","0.055"
"shoo shoo shoo","1","0.055"
"life","2","0.037"
"shoo shoo","1","0.037"
"familiar face","1","0.037"
"friend","2","0.037"
"sho0","1","0.018"
"heart","1","0.018"
"someone","1","0.018"
"love","1","0.018"
"win","1","0.018"
"everyone","1","0.018"
"prayer","1","0.018"
"word","1","0.018"
"soul","1","0.018"
"place","1","0.018"
"answer","1","0.018"
