"word","count","relevance"
"single day","7","0.993"
"thinkin","5","0.334"
"hand of time","1","0.213"
"day","17","0.213"
"step","7","0.209"
"breath","4","0.171"
"life","8","0.170"
"move","7","0.166"
"time","8","0.149"
"heaven smilin","1","0.142"
"lost someone","1","0.142"
"black morning","1","0.142"
"new clothes","1","0.142"
"bond","4","0.136"
"huh","2","0.121"
