"word","count","relevance"
"babes","8","0.988"
"sweetest dream","4","0.988"
"eye","6","0.741"
"moment","5","0.617"
"rest of time","1","0.370"
"heart","2","0.247"
"sweet surrender","1","0.247"
"life","1","0.123"
"god","1","0.123"
"mine","1","0.123"
"smile","2","0.123"
