"word","count","relevance"
"sucker","13","0.992"
"top of car","3","0.687"
"typical rules","3","0.458"
"subliminal things","3","0.458"
"pain","3","0.229"
"dark","3","0.229"
"brain","3","0.229"
"baby","3","0.229"
"word","3","0.229"
"tattoo","3","0.229"
"bar","3","0.229"
"medicine","3","0.229"
"road","3","0.229"
"night","1","0.076"
"heat","1","0.076"
"weather","1","0.076"
"everything","1","0.076"
"december","1","0.076"
"feather","1","0.076"
"bird","1","0.076"
