"word","count","relevance"
"mmm","14","0.984"
"mmm mmm","6","0.938"
"hater","4","0.568"
"hella good hair","1","0.469"
"baby","8","0.462"
"faker","4","0.462"
"heartbreaker","3","0.404"
"sick beat","1","0.313"
"many date","1","0.313"
"new girlfriend","1","0.313"
"dirty cheats","1","0.313"
"faker baby","1","0.313"
"people","4","0.188"
