"word","count","relevance"
"part","12","0.992"
"bomb","4","0.331"
"stick","4","0.331"
"blow","4","0.331"
"stone","4","0.331"
"soul","4","0.331"
"diamond ring","1","0.165"
"shadow fade","1","0.165"
"phone","1","0.083"
"mouth","1","0.083"
"seam","1","0.083"
"nothin'","1","0.083"
"love","1","0.083"
"bag","1","0.083"
"light","1","0.083"
"dancin","1","0.083"
"poison","1","0.083"
"day","1","0.083"
"everything","1","0.083"
"fireworks","1","0.083"
"flame","1","0.083"
"fact","1","0.083"
