"word","count","relevance"
"heart","10","0.990"
"door","2","0.198"
"love","2","0.198"
"true time","1","0.198"
"life","1","0.099"
"night","1","0.099"
"distance","1","0.099"
"space","1","0.099"
"way","1","0.099"
"time","2","0.099"
"nothing","1","0.099"
"lifetime","1","0.099"
"dream","1","0.099"
