"word","count","relevance"
"bit of air","3","0.989"
"heaven","7","0.769"
"storm","5","0.549"
"way","5","0.549"
"place","4","0.440"
"earth","3","0.330"
"soothin","3","0.330"
"wind","3","0.330"
"day","2","0.220"
"dream","2","0.220"
"eye","2","0.220"
"moonlight","2","0.220"
"sun","2","0.220"
"star","1","0.110"
"time","1","0.110"
"wrong","1","0.110"
"year","1","0.110"
"minutes","1","0.110"
"mountain","1","0.110"
"revelation","1","0.110"
"soul","1","0.110"
"holdin","1","0.110"
"wanna","11","0.110"
