"word","count","relevance"
"night","4","0.976"
"heaven","3","0.732"
"arms","3","0.732"
"heart","2","0.488"
"kiss","2","0.488"
"earth","2","0.488"
"end","2","0.488"
"time","1","0.244"
"tonight","1","0.244"
"moment","1","0.244"
"world","1","0.244"
"touch","1","0.244"
"tomorrow","1","0.244"
"cause","1","0.244"
"answer","1","0.244"
"dream","1","0.244"
